transcrip_name,Regular.earlylog.1,Regular.earlylog.2,Regular.earlylog.3,Regular.midlog.1,Regular.midlog.2,Regular.midlog.3,Regular.latelog.1,Regular.latelog.2,Regular.latelog.3,Regular.stationary.1,Regular.stationary.2,Regular.stationary.3,Cysteine.inhibition.earlylog.1,Cysteine.inhibition.earlylog.2,Cysteine.inhibition.earlylog.3,Cysteine.inhibition.midlog.1,Cysteine.inhibition.midlog.2,Cysteine.inhibition.midlog.3,Cysteine.inhibition.latelog.1,Cysteine.inhibition.latelog.2,Cysteine.inhibition.latelog.3,Cysteine.inhibition.stationary.1,Cysteine.inhibition.stationary.2,Cysteine.inhibition.stationary.3,Sulfide.inhibition.earlylog.1,Sulfide.inhibition.earlylog.2,Sulfide.inhibition.earlylog.3,Sulfide.inhibition.midlog.1,Sulfide.inhibition.midlog.2,Sulfide.inhibition.midlog.3,Sulfide.inhibition.latelog.1,Sulfide.inhibition.latelog.2,Sulfide.inhibition.latelog.3,Sulfide.inhibition.stationary.1,Sulfide.inhibition.stationary.2,Sulfide.inhibition.stationary.3,Cysteine.injection.midlog.10hours.1,Cysteine.injection.midlog.10hours.2,Cysteine.injection.midlog.10hours.3,Cysteine.injection.midlog.23hours.1,Sulfide.injection.midlog.23hours.2,Sulfide.injection.midlog.23hours.3,Sulfide.injection.midlog.23hours.1,Sulfide.injection.midlog.10hours.2,Sulfide.injection.midlog.10hours.3,Sulfide.injection.midlog.10hours.1,Cysteine.injection.midlog.23hours.2,Cysteine.injection.midlog.23hours.3
Ga0242637_111007,9.440552137000001,9.304587308,9.375863966,9.596392877000001,9.508980973,9.638806316,8.967796503999999,9.164281068,9.019469837,9.242160656,8.68924918,8.651623347000001,9.830038209,9.571259127000001,9.467312547999999,9.330920569,9.189802738,8.963336775,7.90161978,6.7898218539999995,6.856069484,7.0068739110000005,7.227055767,6.927000692000001,9.612373209,9.343937548,9.638956085,9.182960486,9.183833447,9.112807916,9.065065035,8.904417493,8.969805313,9.529562274,9.25178685,9.127754258,9.682162968,9.706376859,9.372280691,9.113640155,9.380283768,9.237913285,9.329382318,9.531269627,9.865774174,9.710554464,9.016128396000001,9.218902583
Ga0242637_111008,9.041125618999999,9.158287332,8.892911112,9.180411969,9.060969148,9.246944947000001,9.179505979,9.106324014,9.044765071,8.62361822,7.8638186889999995,7.996613825,9.358018602000001,9.20728056,9.347868998,8.594144676,8.505143504,8.500979559,7.210544355,6.66260788,6.822499347999999,7.713664007999999,7.928692011,7.689040317999999,9.606188576000001,9.483979475,9.517660309,9.305964698,9.202210469,9.117622515,8.779105632,8.859624571,8.938842116,9.085890784,8.748480466,8.909282988,8.768071128999999,9.46039548,9.097808822000001,9.168121697,9.685332281,9.387065656,9.519744152000001,9.449322951000001,9.341749437,9.446722302000001,8.896847382,9.073318764
Ga0242637_111009,6.4743867360000005,6.557619304,6.556831896,6.611240867999999,6.499659658,6.41146951,6.434342163999999,6.3133880179999995,6.2899247229999995,5.8920709129999995,5.562780417000001,5.625366709,6.693208625,6.915655835,6.959101068,6.326169633999999,6.019482112,5.889987305,4.630727353,3.803921163,3.64741757,4.105023658,4.668031599,4.924648265,7.186548735,7.159063187999999,7.335987645,6.818556632999999,6.959978419,6.785662479,6.294039204,6.461837488,6.252723646000001,6.4969522820000005,6.23437802,6.5114776679999995,6.985673822000001,6.929023064,6.30840501,6.823872422999999,6.31788877,6.301223246,6.0080859779999995,6.863038453,6.29629906,6.736049716,6.146243071000001,6.390139383999999
Ga0242637_11101,12.6282568,12.53093952,12.76568384,10.83481198,10.81471253,10.54418155,8.044112979,6.9963961679999995,7.019092433,7.610111516,9.391861077,6.749208058,15.23311124,15.33475625,14.99935227,8.275746805,7.6504019979999995,7.875575335,5.595786167000001,5.62089209,6.167109247000001,6.783010875,6.318150223,6.294877003,11.81455824,10.63941887,12.55907419,12.61454936,11.78917002,11.73795629,7.021724647,6.303352024,6.414086646,9.07644938,8.592752269,7.977853637000001,7.692022105,7.151673496,6.45466585,5.578091949,10.18370782,8.417940824,8.436051262000001,4.309901821,4.896774386000001,5.657304546000001,5.062331788,5.071312206
Ga0242637_111010,10.08213735,10.04486575,10.11880881,10.14672849,10.01936514,10.11771157,10.10913955,10.14557374,10.21890344,9.902221984,9.732139522999999,9.652303312,10.00980998,10.19969378,10.02972808,10.28809104,10.37698337,10.35459113,10.40204539,10.349705499999999,10.31512675,10.59889527,10.97308372,10.62990284,10.22126044,10.21246411,10.23237046,10.11202614,10.19297987,10.12444099,10.13972023,10.17004277,10.08168652,9.818301686,9.654438457000001,9.954704299,10.3217301,10.53912856,10.17145869,10.69052825,10.25198551,10.16160187,10.33565129,10.25581921,10.28097345,10.30894342,10.57395596,10.68926164
Ga0242637_111015,8.749534758,8.714222277000001,8.787205873,8.788514763,8.54917719,8.52004965,8.4564898,8.647554365,8.652408636,8.909786742,8.814133372,8.489269424,8.660713549,8.725117297,8.66891907,8.986222655,8.968737213999999,8.871830197000001,8.59958934,8.861822926,8.888692285,8.148785899,8.240754003,8.161017305,8.697841987999999,8.557174241,8.505946091,8.675229174,8.753957876,8.657252487000001,8.988316783,9.033533347,8.934019003,8.697285399,8.694334845,8.625849238999999,9.321161479,9.359867066,9.052650422000001,8.88118802,8.609799144,8.75585435,8.206857194,8.372215147,8.481709724,8.504869727,8.87334103,9.11855698
Ga0242637_111016,9.786643708,9.945501058,9.783818616,9.618091641,9.596508748,9.629573596,9.555438364,9.624738792,9.478880508,9.258559488,9.584815305,9.341585445,9.914088642000001,9.910951443,9.891534619,9.743815609,9.844521374,10.01842633,9.810849762,9.411828993,9.473552086,9.387722852000001,9.775600079,9.62442931,9.727958832,9.542747788,9.690459067,9.615655942,9.847915732999999,9.766585585,10.20102057,10.380858199999999,9.89079606,9.3917186,9.340635691000001,9.259753441,9.991437252,10.1608375,10.09110892,9.81499234,9.263552234,9.158753343999999,8.966736735,9.732015800000001,9.8177049,9.641138587,9.781059647000001,9.879474873
Ga0242637_111017,8.049847261,8.038182545,8.029884498,7.577262422,7.341246087999999,7.627941741,7.4362203739999995,7.402944627999999,7.410353145,7.845475522999999,7.02218549,7.609267817,7.97517687,8.06150742,7.880465652000001,7.333140629,7.156185151,7.264971957,7.390539899,6.736671761,6.6609235479999995,5.669565534,5.197383578999999,6.265172641,8.521741565,8.913993646,8.309924629,8.39701057,8.393546994,8.084258962,7.627243889,7.547600844,7.305810942999999,7.466513907,7.607875932000001,7.303624263,7.531068389,7.403416726000001,7.2065477829999995,6.198476607000001,6.499165323,6.655532917,6.646290509,7.71611328,7.855262732999999,7.737249529,6.3189180579999995,6.261361596
Ga0242637_111018,10.21474638,10.25680004,10.16173812,10.06079178,9.985022495,10.21174466,9.983522095,10.04963354,10.1283388,10.38079959,9.770008383,9.814566282000001,9.93374775,10.10402772,10.13500728,9.741337179,9.681964894,9.741895729,9.717016937999999,9.309482593,9.393008365,8.583312121,7.716013945,8.42511125,10.82960314,10.76011081,10.69244711,10.79697082,10.67903803,10.55809633,10.04035622,10.04184149,10.00442722,9.786229074,9.782502091,9.808113935,9.662871962,9.597059461,9.683504702,9.017999671,9.580149699999998,9.364665042,9.794474535,10.29109556,10.26840578,10.22384351,9.072263247,9.133326533
Ga0242637_111019,10.20505054,10.14424169,10.2896705,10.08940079,10.00229601,10.05702153,9.983522095,10.08684629,10.05803124,10.81632757,10.23690099,10.18540368,10.23051599,10.16018371,10.11812717,9.823303007,9.738210313,9.631776573,9.596173724,9.42587472,9.426883885,8.333617555,8.063438198,8.565527111,10.71645237,10.63874553,10.65728674,10.50696929,10.556551400000002,10.42751181,10.14388896,10.07283104,10.15501781,10.11519263,10.18715917,9.939910643,10.00171061,10.11751019,9.809650176,8.936642313,9.515554856,9.532316374,9.461854473999999,10.30151243,10.46845557,10.30117518,8.983565367999999,8.885437299
Ga0242637_11102,8.317212741,8.435024155,8.256828849,5.883738445,5.658564936,5.058786706,4.629378226,4.2144303910000005,4.875333574,5.5345733479999994,5.165124858,5.32689956,10.88143724,11.18993288,11.19202646,4.163986673999999,4.736800533,4.459643842,4.701851585,5.161685736,5.4081854620000005,5.0133739969999995,5.1328806060000005,5.202656485,8.153088311,7.308865021,8.530886061,8.864093225,8.304488364,8.044355092,5.320811965,5.632077893,5.1002818780000005,5.812863817999999,5.892566548,5.9259611229999996,5.540984152,5.628299527999999,4.535009727,4.791768251000001,5.665297426,5.369221982999999,5.025201303999999,4.613783816000001,3.9089009,4.36583428,4.347120349,4.871888998999999
Ga0242637_111020,9.031404506,8.719142811000001,9.047839974,8.779480591,8.643211069,8.899474874,8.803485692,8.927852695,8.817077814,9.427620452000001,9.050970322000001,8.868459686,8.790379904,8.842098084,8.723512096,8.473886956,8.543190518,8.453210105,8.892430792999999,8.976961718,9.116819388,8.444867445,8.522336024,8.851467051,9.024380677,9.258856698999999,9.241544805,8.889163089,9.092210531000001,8.922330565,8.964944182,9.095209299,8.889869577,8.704658515,8.883656438,8.726643037,8.629186868,8.46956262,8.206907907,7.91442691,8.254313086,8.333947537,8.35960522,9.065147739,9.190083313999999,9.220133349,7.763538259,7.948197971
Ga0242637_111021,10.8190246,10.69294655,10.88220945,10.74195079,10.74596279,10.72720134,10.66985725,10.64175311,10.74397615,11.15862586,11.27756345,11.063166,10.75729768,10.66096821,10.49741595,10.5427218,10.41851127,10.45582333,10.97361078,11.20075107,11.27143943,10.66439409,10.53204913,10.73096461,11.40433068,11.5548191,11.25152366,11.2243774,11.18833332,11.19712796,11.10629835,11.04596631,10.85725766,10.900018600000001,11.04674739,10.9858004,10.40922575,10.26775233,10.26944253,9.389109938999999,10.50281747,10.75182879,10.58585539,10.94191596,11.46774799,10.96337815,9.538623844,9.59736383
Ga0242637_111022,8.483306079,8.306874613,8.321662388,8.78400475,8.79366127,8.829775469,8.953969828,8.686356269,8.757125278,8.204117154,7.945531464,7.961649037999999,8.90686138,9.002300378,8.921361231,9.350567437,9.53351728,9.49850124,9.157645839,9.212341537,9.171129331,9.318459075,9.700394866,9.39385816,8.854764138,8.798157527,8.800707742,8.703771422,8.576551669,8.81970427,8.527953904,8.628850556,8.745935202,8.266969324,8.742563679,8.595073624,9.694881803,10.02986424,9.18618629,9.596677639,9.730014049,9.307092787,10.04407268,9.115216601,9.317553361,8.910930857,9.49565095,9.834994262
Ga0242637_111023,9.553534126,9.567232075,9.623078386,9.453194437,9.478035112,9.508164502,9.344536182999999,9.288853498,9.322202957,9.475755328,8.817754008,8.890313346000001,9.986468454,9.770889773,9.776831577000001,9.794902642,9.893538376,9.954674547,9.405329032000001,8.798455517,8.675097037999999,7.182343406,6.428968772999999,7.350761500000001,9.895811186,9.630710853,9.684120853,9.200869976,9.407792317,9.203911202,9.323960627,9.287135344,9.404006962999999,9.082121634,8.727664656,9.027597789,9.707489484,9.39899405,9.626092521,7.80863117,9.51855459,9.514622036,9.419034609,10.02909874,10.28305746,9.9390879,8.05580279,7.914387389
Ga0242637_111024,9.733676226,9.821728782000001,9.723788404,9.693370602,9.638358534,9.783782321,9.60177666,9.548162494,9.687588222,9.557553126,8.681321405,9.006356683,9.508169662,9.738679804,9.573909201000001,9.469144563,9.542082687,9.741895729,9.420939926,9.5694454,9.426883885,7.947573706,8.138629441,8.522314183999999,9.779709546,9.87554892,9.75235517,9.470028029,9.608515434,9.404371505,9.450518963,9.565107221,9.537182103,8.986560307000001,8.647607236,8.972221361,9.109473525,9.007871755,9.196602833,7.972736822000001,9.844406928,9.622400292,9.79670634,9.799716324,9.617549904,9.831740358,8.083385014,7.8709780060000005
Ga0242637_111025,9.281522512999999,9.35287345,9.374166994,9.294199388,9.305083952,9.361319557,9.079352169,9.011721762,9.212637987999999,10.05085145,9.799603659,9.44223314,9.413330138,9.385502417,9.219219812,9.92726867,9.823595659,9.84296712,10.1270354,10.0727786,10.17597808,8.933242401000001,8.879711612000001,9.383546639,9.503448979,9.615733608,9.51587694,8.795028726,9.017386058,8.965699098,9.599103449,9.707770238,9.365120721,9.191120422000001,9.053380999,9.090414701,9.675761252000001,9.487876561,9.336932876,9.304083435,9.393416006,9.367484215,9.453391576,9.266445627000001,9.337744835,9.184918089,9.490510116,9.489574048
